Provider ID,Hospital Name,Address,City,State,ZIP Code,County Name,Phone Number,Measure Name,Measure ID,Compared to National,Denominator,Payment,Lower Estimate,Higher Estimate,Footnote,Measure Start Date,Measure End Date,Location
010139,BROOKWOOD MEDICAL CENTER,2010 BROOKWOOD MEDICAL CENTER DRIVE,BIRMINGHAM,AL,35209,JEFFERSON,2058771000,Payment for heart attack patients,PAYM_30_AMI,Greater than the National Average Payment,273,$24453.00,22561,26503,,07/01/2010,06/30/2013,"2010 BROOKWOOD MEDICAL CENTER DRIVE
BIRMINGHAM, AL 35209
(33.46306652900006, -86.77656110699996)"
010144,SPRINGHILL MEDICAL CENTER,3719 DAUPHIN STREET,MOBILE,AL,36608,MOBILE,2513449630,Payment for heart attack patients,PAYM_30_AMI,Greater than the National Average Payment,121,$24708.00,22169,27718,,07/01/2010,06/30/2013,"3719 DAUPHIN STREET
MOBILE, AL 36608
(30.685856122000075, -88.13177286999996)"
010146,RMC JACKSONVILLE,1701 SOUTH PELHAM ROAD,JACKSONVILLE,AL,36265,CALHOUN,2567824538,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small,Not Available,,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2010,06/30/2013,"1701 SOUTH PELHAM ROAD
JACKSONVILLE, AL 36265
(33.78560261500007, -85.76124893499997)"
010148,EVERGREEN MEDICAL CENTER,101 CRESTVIEW AVENUE,EVERGREEN,AL,36401,CONECUH,2515782480,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small,Not Available,,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2010,06/30/2013,"101 CRESTVIEW AVENUE
EVERGREEN, AL 36401
(31.43103941800007, -86.94130531699994)"
010149,BAPTIST MEDICAL CENTER EAST,400 TAYLOR ROAD,MONTGOMERY,AL,36117,MONTGOMERY,3342448330,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,86,$24048.00,21222,27231,,07/01/2010,06/30/2013,"400 TAYLOR ROAD
MONTGOMERY, AL 36117
(32.376357615000074, -86.17186895999998)"
01014F,BIRMINGHAM VA MEDICAL CENTER,700 SOUTH 19TH STREET,BIRMINGHAM,AL,35233,JEFFERSON,2059334515,Payment for heart attack patients,PAYM_30_AMI,,,,,,,07/01/2010,06/30/2013,"700 SOUTH 19TH STREET
BIRMINGHAM, AL 35233
(33.50902324400005, -86.79972854499994)"
010150,L V STABLER MEMORIAL HOSPITAL,29 L V STABLER DRIVE,GREENVILLE,AL,36037,BUTLER,3343822200,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small,Not Available,,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2010,06/30/2013,"29 L V STABLER DRIVE
GREENVILLE, AL 36037
(31.829742777000035, -86.64611473899998)"
010157,SHOALS HOSPITAL,201 WEST AVALON AVENUE,MUSCLE SHOALS,AL,35661,COLBERT,2563861601,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small,Not Available,,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2010,06/30/2013,"201 WEST AVALON AVENUE
MUSCLE SHOALS, AL 35661
(34.744994844000075, -87.67642553599995)"
010158,RUSSELLVILLE HOSPITAL,15155 HIGHWAY 43,RUSSELLVILLE,AL,35653,FRANKLIN,2563321611,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,33,$19049.00,16472,22169,,07/01/2010,06/30/2013,"15155 HIGHWAY 43
RUSSELLVILLE, AL 35653
(34.511260994000054, -87.71760501499995)"
010164,COOSA VALLEY MEDICAL CENTER,315 W HICKORY ST,SYLACAUGA,AL,35150,TALLADEGA,2562495000,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,49,$21492.00,18747,24622,,07/01/2010,06/30/2013,"315 W HICKORY ST
SYLACAUGA, AL 35150
(33.164645473000064, -86.25412046599996)"
010168,JACK HUGHSTON MEMORIAL HOSPITAL,4401 RIVER CHASE DRIVE,PHENIX CITY,AL,36867,RUSSELL,3347323000,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small,Not Available,,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2010,06/30/2013,"4401 RIVER CHASE DRIVE
PHENIX CITY, AL 36867
(32.509125106000056, -85.00575018799998)"
010169,ATMORE COMMUNITY HOSPITAL,401 MEDICAL PARK DRIVE,ATMORE,AL,36502,ESCAMBIA,2513682500,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small,Not Available,,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2010,06/30/2013,"401 MEDICAL PARK DRIVE
ATMORE, AL 36502
(31.017000387000053, -87.47965811999995)"
01019F,VA CENTRAL ALABAMA HEALTHCARE SYSTEM - MONTGOMERY,215 PERRY HILL ROAD,MONTGOMERY,AL,36109,MONTGOMERY,3342604100,Payment for heart attack patients,PAYM_30_AMI,,,,,,,07/01/2010,06/30/2013,"215 PERRY HILL ROAD
MONTGOMERY, AL 36109
(32.37989606800005, -86.24662606199996)"
01021F,TUSCALOOSA VA MEDICAL CENTER,3701 LOOP ROAD,TUSCALOOSA,AL,35404,TUSCALOOSA,2055542000,Payment for heart attack patients,PAYM_30_AMI,,,,,,,07/01/2010,06/30/2013,"3701 LOOP ROAD
TUSCALOOSA, AL 35404
(33.19321286600007, -87.48836588499995)"
011300,WASHINGTON COUNTY HOSPITAL,14600 ST. STEPHENS AVENUE,CHATOM,AL,36518,WASHINGTON,2518472223,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small,Not Available,,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2010,06/30/2013,"14600 ST. STEPHENS AVENUE
CHATOM, AL 36518
(31.459573689000024, -88.23330173799997)"
011302,RED BAY HOSPITAL,211 HOSPITAL ROAD,RED BAY,AL,35582,FRANKLIN,2563569532,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small,Not Available,,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2010,06/30/2013,"211 HOSPITAL ROAD
RED BAY, AL 35582
(34.45749636600004, -88.14712255699999)"
011304,CHOCTAW GENERAL HOSPITAL,"401 VANITY FAIR LANE, PO BOX 618",BUTLER,AL,36904,CHOCTAW,2054599100,Payment for heart attack patients,PAYM_30_AMI,Not Available,Not Available,,Not Available,Not Available,5 - Results are not available for this reporting period.,07/01/2010,06/30/2013,"401 VANITY FAIR LANE, PO BOX 618
BUTLER, AL 36904
(32.100342228000045, -88.21280179099995)"
013301,UNIVERSITY OF S A CHILDREN'S AND WOMEN'S HOS,1700 CENTER STREET,MOBILE,AL,36604,MOBILE,2514151000,Payment for heart attack patients,PAYM_30_AMI,Not Available,Not Available,,Not Available,Not Available,5 - Results are not available for this reporting period.,07/01/2010,06/30/2013,"1700 CENTER STREET
MOBILE, AL 36604
(30.696227023000063, -88.07744464099994)"
020001,PROVIDENCE ALASKA MEDICAL CENTER,BOX 196604,ANCHORAGE,AK,99508,ANCHORAGE,9072613675,Payment for heart attack patients,PAYM_30_AMI,Greater than the National Average Payment,279,$23848.00,22009,25778,,07/01/2010,06/30/2013,"BOX 196604
ANCHORAGE, AK 99508
(61.205296213000054, -149.81210628299996)"
020006,MAT-SU REGIONAL MEDICAL CENTER,2500 SOUTH WOODWORTH LOOP,PALMER,AK,99645,MATANUSKA SUSITNA,9077468600,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,74,$20571.00,18214,23284,,07/01/2010,06/30/2013,"2500 SOUTH WOODWORTH LOOP
PALMER, AK 99645
(61.56200592200008, -149.26054740599997)"
020008,BARTLETT REGIONAL HOSPITAL,3260 HOSPITAL DR,JUNEAU,AK,99801,JUNEAU,9077968900,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small,Not Available,,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2010,06/30/2013,"3260 HOSPITAL DR
JUNEAU, AK 99801
(58.32944252500005, -134.46585505299998)"
020012,FAIRBANKS MEMORIAL HOSPITAL,1650 COWLES STREET,FAIRBANKS,AK,99701,FAIRBANKS NORTH STAR,9074528181,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,94,$19944.00,17866,22248,,07/01/2010,06/30/2013,"1650 COWLES STREET
FAIRBANKS, AK 99701
(64.83294821500004, -147.73656572899998)"
020017,ALASKA REGIONAL HOSPITAL,2801 DEBARR ROAD,ANCHORAGE,AK,99508,ANCHORAGE,9072761131,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,103,$21502.00,19275,23948,,07/01/2010,06/30/2013,"2801 DEBARR ROAD
ANCHORAGE, AK 99508
(61.20975602900006, -149.82899175899996)"
020018,YUKON KUSKOKWIM DELTA REG HOSPITAL,PO BOX 287,BETHEL,AK,99559,BETHEL,9075436300,Payment for heart attack patients,PAYM_30_AMI,Not Available,Not Available,,Not Available,Not Available,5 - Results are not available for this reporting period.,07/01/2010,06/30/2013,"PO BOX 287
BETHEL, AK 99559
(60.78436946000005, -161.79026971499997)"
020024,CENTRAL PENINSULA GENERAL HOSPITAL,250 HOSPITAL PLACE,SOLDOTNA,AK,99669,KENAI PENINSULA,9072624404,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small,Not Available,,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2010,06/30/2013,"250 HOSPITAL PLACE
SOLDOTNA, AK 99669
(60.49373236500003, -151.07808299499996)"
020026,ALASKA NATIVE MEDICAL CENTER,4315 DIPLOMACY DR,ANCHORAGE,AK,99508,ANCHORAGE,9075632662,Payment for heart attack patients,PAYM_30_AMI,Less than the National Average Payment,28,$18320.00,15834,21218,,07/01/2010,06/30/2013,"4315 DIPLOMACY DR
ANCHORAGE, AK 99508
(61.18186699900008, -149.80259690399998)"
020027,MT EDGECUMBE HOSPITAL,222 TONGASS DR,SITKA,AK,99835,SITKA,9079662411,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small,Not Available,,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2010,06/30/2013,"222 TONGASS DR
SITKA, AK 99835
(57.04952119600006, -135.354821825)"
021301,PROVIDENCE VALDEZ MEDICAL CENTER,PO BOX 550,VALDEZ,AK,99686,VALDEZ CORDOVA,9078352249,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small,Not Available,,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2010,06/30/2013,"PO BOX 550
VALDEZ, AK 99686
(61.12602593300005, -146.35414668999996)"
021302,PROVIDENCE SEWARD HOSPITAL,"417 FIRST AVENUE, PO BOX 365",SEWARD,AK,99664,KENAI PENINSULA,9072245205,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small,Not Available,,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2010,06/30/2013,"417 FIRST AVENUE, PO BOX 365
SEWARD, AK 99664
(60.10544680900006, -149.44553472799998)"
021303,SITKA COMMUNITY HOSPITAL,209 MOLLER DRIVE,SITKA,AK,99835,SITKA,9077473241,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small,Not Available,,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2010,06/30/2013,"209 MOLLER DRIVE
SITKA, AK 99835
(57.058676569000056, -135.345220021)"
021306,PROVIDENCE KODIAK ISLAND MEDICAL CTR,1915 EAST REZANOF DRIVE,KODIAK,AK,99615,KODIAK ISLAND,9074869592,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small,Not Available,,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2010,06/30/2013,"1915 EAST REZANOF DRIVE
KODIAK, AK 99615
(57.800350448000074, -152.37476799199996)"
021308,NORTON SOUND REGIONAL HOSPITAL,1000 GREG KRUSCHEK AVENUE (P O BOX 966),NOME,AK,99762,NOME,9074433311,Payment for heart attack patients,PAYM_30_AMI,Not Available,Not Available,,Not Available,Not Available,5 - Results are not available for this reporting period.,07/01/2010,06/30/2013,"1000 GREG KRUSCHEK AVENUE (P O BOX 966)
NOME, AK 99762
(64.49778930600007, -165.40803860899996)"
021309,KANAKANAK HOSPITAL,P O BOX 130,DILLINGHAM,AK,99576,DILLINGHAM,9078425201,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small,Not Available,,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2010,06/30/2013,"P O BOX 130
DILLINGHAM, AK 99576
(59.03974981700003, -158.46278629299997)"
021311,PEACEHEALTH KETCHIKAN MEDICAL CENTER,3100 TONGASS AVENUE,KETCHIKAN,AK,99901,KETCHIKAN GATEWAY,9072255171,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small,Not Available,,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2010,06/30/2013,"3100 TONGASS AVENUE
KETCHIKAN, AK 99901
(55.35288696600003, -131.68635191899995)"
021312,SAMUEL SIMMONDS MEMORIAL HOSPITAL,7000 UULA ST,BARROW,AK,99723,NORTH SLOPE,9078524611,Payment for heart attack patients,PAYM_30_AMI,Not Available,Not Available,,Not Available,Not Available,5 - Results are not available for this reporting period.,07/01/2010,06/30/2013,"7000 UULA ST
BARROW, AK 99723
(71.30043978100008, -156.73100805199996)"
021313,SOUTH PENINSULA HOSPITAL,4300 BARTLETT ST,HOMER,AK,99603,KENAI PENINSULA,9072358101,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small,Not Available,,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2010,06/30/2013,"4300 BARTLETT ST
HOMER, AK 99603
(59.65202045800004, -151.55009565199998)"
030001,MARYVALE HOSPITAL,5102 WEST CAMPBELL AVENUE,PHOENIX,AZ,85031,MARICOPA,6238485957,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small,Not Available,,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2010,06/30/2013,"5102 WEST CAMPBELL AVENUE
PHOENIX, AZ 85031
(33.502187649000064, -112.17062033999997)"
030002,BANNER GOOD SAMARITAN MEDICAL CENTER,1111 EAST MCDOWELL ROAD,PHOENIX,AZ,85006,MARICOPA,6022392000,Payment for heart attack patients,PAYM_30_AMI,Greater than the National Average Payment,176,$25088.00,22778,27595,,07/01/2010,06/30/2013,"1111 EAST MCDOWELL ROAD
PHOENIX, AZ 85006
(33.465718981000066, -112.05831350599999)"
030006,TUCSON MEDICAL CENTER,5301 EAST GRANT ROAD,TUCSON,AZ,85712,PIMA,5203275461,Payment for heart attack patients,PAYM_30_AMI,Greater than the National Average Payment,366,$23124.00,21543,24814,,07/01/2010,06/30/2013,"5301 EAST GRANT ROAD
TUCSON, AZ 85712
(32.25077902700008, -110.87971206099996)"
030007,VERDE VALLEY MEDICAL CENTER,269 SOUTH CANDY LANE,COTTONWOOD,AZ,86326,YAVAPAI,9286396000,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,130,$21738.00,19622,24008,,07/01/2010,06/30/2013,"269 SOUTH CANDY LANE
COTTONWOOD, AZ 86326
(34.735296310000024, -112.03155185499998)"
030010,CARONDELET ST  MARYS HOSPITAL,1601 WEST ST MARY'S ROAD,TUCSON,AZ,85745,PIMA,5208723000,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,150,$21369.00,19385,23492,,07/01/2010,06/30/2013,"1601 WEST ST MARY'S ROAD
TUCSON, AZ 85745
(32.22880538600003, -110.99906526799998)"
030011,CARONDELET ST JOSEPH'S HOSPITAL,350 NORTH WILMOT ROAD,TUCSON,AZ,85711,PIMA,5208733000,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,174,$21378.00,19469,23344,,07/01/2010,06/30/2013,"350 NORTH WILMOT ROAD
TUCSON, AZ 85711
(32.226042660000076, -110.85782597899998)"
030012,YAVAPAI REGIONAL MEDICAL CENTER,1003 WILLOW CREEK ROAD,PRESCOTT,AZ,86301,YAVAPAI,9287715676,Payment for heart attack patients,PAYM_30_AMI,Greater than the National Average Payment,305,$23710.00,21996,25487,,07/01/2010,06/30/2013,"1003 WILLOW CREEK ROAD
PRESCOTT, AZ 86301
(34.56016830800007, -112.48212708199998)"
030013,YUMA REGIONAL MEDICAL CENTER,2400 SOUTH AVENUE A,YUMA,AZ,85364,YUMA,9283367275,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,451,$22673.00,21265,24189,,07/01/2010,06/30/2013,"2400 SOUTH AVENUE A
YUMA, AZ 85364
(32.68318952100003, -114.63326205499999)"
030014,JOHN C LINCOLN NORTH MOUNTAIN HOSPITAL,250 EAST DUNLAP AVENUE,PHOENIX,AZ,85020,MARICOPA,6029432381,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,88,$23248.00,20690,26045,,07/01/2010,06/30/2013,"250 EAST DUNLAP AVENUE
PHOENIX, AZ 85020
(33.56779857500004, -112.07020128399995)"
030016,BANNER CASA GRANDE MEDICAL CENTER,1800 EAST FLORENCE BOULEVARD,CASA GRANDE,AZ,85222,PINAL,5203816453,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,88,$22892.00,20311,25824,,07/01/2010,06/30/2013,"1800 EAST FLORENCE BOULEVARD
CASA GRANDE, AZ 85222
(32.87964292200007, -111.70959654299998)"
030022,MARICOPA MEDICAL CENTER,2601 EAST ROOSEVELT STREET,PHOENIX,AZ,85008,MARICOPA,6023445011,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small,Not Available,,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2010,06/30/2013,"2601 EAST ROOSEVELT STREET
PHOENIX, AZ 85008
(33.458512711000026, -112.02587069799995)"
030023,FLAGSTAFF MEDICAL CENTER,1200 NORTH BEAVER STREET,FLAGSTAFF,AZ,86001,COCONINO,9287732009,Payment for heart attack patients,PAYM_30_AMI,Greater than the National Average Payment,162,$24086.00,21795,26579,,07/01/2010,06/30/2013,"1200 NORTH BEAVER STREET
FLAGSTAFF, AZ 86001
(35.208646728000076, -111.64517176599998)"
030024,ST JOSEPH'S HOSPITAL AND MEDICAL CENTER,350 WEST THOMAS ROAD,PHOENIX,AZ,85013,MARICOPA,6024063000,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,129,$21907.00,19725,24401,,07/01/2010,06/30/2013,"350 WEST THOMAS ROAD
PHOENIX, AZ 85013
(33.48034710300004, -112.07987857499995)"
030030,PHOENIX BAPTIST HOSPITAL,2000 WEST BETHANY HOME ROAD,PHOENIX,AZ,85015,MARICOPA,6022490212,Payment for heart attack patients,PAYM_30_AMI,Greater than the National Average Payment,162,$24120.00,21876,26632,,07/01/2010,06/30/2013,"2000 WEST BETHANY HOME ROAD
PHOENIX, AZ 85015
(33.524169474000075, -112.10224547099995)"
030033,PAYSON REGIONAL MEDICAL CENTER,807 SOUTH PONDEROSA DRIVE,PAYSON,AZ,85541,GILA,9284743222,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,40,$22333.00,19336,25623,,07/01/2010,06/30/2013,"807 SOUTH PONDEROSA DRIVE
PAYSON, AZ 85541
(34.23111763600008, -111.32157071499995)"
030036,CHANDLER REGIONAL MEDICAL CENTER,1955 WEST FRYE ROAD,CHANDLER,AZ,85224,MARICOPA,4809634561,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,214,$22532.00,20660,24493,,07/01/2010,06/30/2013,"1955 WEST FRYE ROAD
CHANDLER, AZ 85224
(33.298672999000075, -111.87516587299996)"
030037,ST LUKE'S MEDICAL CENTER,1800 EAST VAN BUREN STREET,PHOENIX,AZ,85006,MARICOPA,6022518156,Payment for heart attack patients,PAYM_30_AMI,Greater than the National Average Payment,47,$27217.00,23361,31726,,07/01/2010,06/30/2013,"1800 EAST VAN BUREN STREET
PHOENIX, AZ 85006
(33.451447244000065, -112.04325982599994)"
030038,SCOTTSDALE HEALTHCARE OSBORN MEDICAL CENTER,7400 EAST OSBORN ROAD,SCOTTSDALE,AZ,85251,MARICOPA,4808824000,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,169,$21480.00,19636,23441,,07/01/2010,06/30/2013,"7400 EAST OSBORN ROAD
SCOTTSDALE, AZ 85251
(33.487648157000024, -111.92203051799999)"
030043,SIERRA VISTA REGIONAL HEALTH CENTER,300 EL CAMINO REAL,SIERRA VISTA,AZ,85635,COCHISE,5204173001,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,143,$21967.00,19936,24184,,07/01/2010,06/30/2013,"300 EL CAMINO REAL
SIERRA VISTA, AZ 85635
(31.551389888000074, -110.27237383899995)"
030055,KINGMAN REGIONAL MEDICAL CENTER,3269 STOCKTON HILL ROAD,KINGMAN,AZ,86409,MOHAVE,9287572101,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,164,$22518.00,20564,24703,,07/01/2010,06/30/2013,"3269 STOCKTON HILL ROAD
KINGMAN, AZ 86409
(35.220057774000054, -114.03579356399996)"
030061,BANNER BOSWELL MEDICAL CENTER,10401 WEST THUNDERBIRD BOULEVARD,SUN CITY,AZ,85351,MARICOPA,6239777211,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,383,$22438.00,20964,23906,,07/01/2010,06/30/2013,"10401 WEST THUNDERBIRD BOULEVARD
SUN CITY, AZ 85351
(33.60478336500006, -112.28299086199996)"
030062,SUMMIT HEALTHCARE REGIONAL MEDICAL CENTER,2200 SHOW LOW LAKE ROAD,SHOW LOW,AZ,85901,NAVAJO,9285374375,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,69,$22308.00,19686,25096,,07/01/2010,06/30/2013,"2200 SHOW LOW LAKE ROAD
SHOW LOW, AZ 85901
(34.20201926300007, -110.01690832499997)"
030064,"UNIVERSITY OF ARIZONA MEDICAL CTR-UNIVERSITY, THE",1501 NORTH CAMPBELL AVENUE,TUCSON,AZ,85724,PIMA,5206940111,Payment for heart attack patients,PAYM_30_AMI,Greater than the National Average Payment,201,$23983.00,21871,26161,,07/01/2010,06/30/2013,"1501 NORTH CAMPBELL AVENUE
TUCSON, AZ 85724
(32.24073190000007, -110.94412878899999)"
